Age,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Year,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,Attrition
51,Travel_Rarely,16,3,Medical,3299,3,Married,94390,2.0,15,3,29.0,0,20,4,17,2016,1.0,3.0,2.0,3,0
44,Travel_Rarely,24,5,Medical,3300,1,Single,25660,9.0,11,1,10.0,3,5,2,3,2015,4.0,2.0,2.0,3,0
44,Travel_Rarely,24,5,Medical,3300,1,Single,25660,9.0,11,1,10.0,3,5,2,3,2016,4.0,2.0,2.0,3,0
25,Travel_Rarely,17,3,Medical,3301,1,Single,199260,7.0,11,3,6.0,5,4,0,1,2015,1.0,1.0,2.0,4,0
25,Travel_Rarely,17,3,Medical,3301,1,Single,199260,7.0,11,3,6.0,5,4,0,1,2016,1.0,1.0,2.0,4,0
33,Travel_Rarely,8,4,Life Sciences,3302,3,Divorced,24510,1.0,13,1,9.0,3,9,0,8,2015,1.0,1.0,3.0,2,0
33,Travel_Rarely,8,4,Life Sciences,3302,3,Divorced,24510,1.0,13,1,9.0,3,9,0,8,2016,1.0,1.0,3.0,2,0
35,Travel_Rarely,6,4,Medical,3303,2,Single,94190,1.0,24,1,6.0,5,6,1,1,2015,3.0,1.0,2.0,2,0
35,Travel_Rarely,6,4,Medical,3303,2,Single,94190,1.0,24,1,6.0,5,6,1,1,2016,3.0,1.0,2.0,2,0
36,Travel_Rarely,10,4,Marketing,3304,3,Married,86860,1.0,13,0,18.0,2,18,4,11,2015,2.0,4.0,2.0,3,0
36,Travel_Rarely,10,4,Marketing,3304,3,Married,86860,1.0,13,0,18.0,2,18,4,11,2016,2.0,4.0,2.0,3,0
32,Travel_Rarely,3,4,Medical,3305,4,Divorced,30380,2.0,20,0,8.0,3,5,0,3,2015,2.0,4.0,2.0,3,0
32,Travel_Rarely,3,4,Medical,3305,4,Divorced,30380,2.0,20,0,8.0,3,5,0,3,2016,2.0,4.0,2.0,3,0
30,Travel_Frequently,4,5,Medical,3306,5,Divorced,30580,9.0,14,1,10.0,2,5,0,3,2015,2.0,4.0,2.0,3,0
30,Travel_Frequently,4,5,Medical,3306,5,Divorced,30580,9.0,14,1,10.0,2,5,0,3,2016,2.0,4.0,2.0,3,0
53,Travel_Rarely,6,3,Marketing,3307,4,Married,23250,7.0,18,1,35.0,1,5,0,4,2015,1.0,4.0,3.0,4,0
53,Travel_Rarely,6,3,Marketing,3307,4,Married,23250,7.0,18,1,35.0,1,5,0,4,2016,1.0,4.0,3.0,4,0
45,Travel_Rarely,1,5,Technical Degree,3308,2,Divorced,20880,4.0,15,3,18.0,2,5,0,2,2015,4.0,1.0,3.0,3,0
45,Travel_Rarely,1,5,Technical Degree,3308,2,Divorced,20880,4.0,15,3,18.0,2,5,0,2,2016,4.0,1.0,3.0,3,0
32,Travel_Rarely,10,3,Marketing,3309,1,Married,30720,5.0,12,0,9.0,4,5,1,3,2015,3.0,3.0,2.0,1,0
32,Travel_Rarely,10,3,Marketing,3309,1,Married,30720,5.0,12,0,9.0,4,5,1,3,2016,3.0,3.0,2.0,1,0
52,Travel_Frequently,1,1,Life Sciences,3310,2,Married,50060,3.0,16,1,31.0,2,9,0,0,2015,3.0,4.0,3.0,3,0
52,Travel_Frequently,1,1,Life Sciences,3310,2,Married,50060,3.0,16,1,31.0,2,9,0,0,2016,3.0,4.0,3.0,3,0
37,Travel_Rarely,24,2,Life Sciences,3311,4,Divorced,42570,4.0,15,0,9.0,2,1,0,0,2015,4.0,3.0,3.0,3,0
37,Travel_Rarely,24,2,Life Sciences,3311,4,Divorced,42570,4.0,15,0,9.0,2,1,0,0,2016,4.0,3.0,3.0,3,0
28,Travel_Rarely,21,4,Life Sciences,3312,1,Divorced,25000,1.0,16,2,6.0,3,5,0,4,2015,2.0,4.0,3.0,3,0
28,Travel_Rarely,21,4,Life Sciences,3312,1,Divorced,25000,1.0,16,2,6.0,3,5,0,4,2016,2.0,4.0,3.0,3,0
22,Travel_Rarely,2,2,Life Sciences,3313,1,Married,11020,6.0,19,0,4.0,3,2,2,2,2015,4.0,4.0,1.0,2,0
22,Travel_Rarely,2,2,Life Sciences,3313,1,Married,11020,6.0,19,0,4.0,3,2,2,2,2016,4.0,4.0,1.0,2,0
44,Travel_Rarely,22,3,Medical,3314,1,Married,104530,2.0,11,1,10.0,2,3,0,2,2015,1.0,4.0,2.0,3,0
44,Travel_Rarely,22,3,Medical,3314,1,Married,104530,2.0,11,1,10.0,2,3,0,2,2016,1.0,4.0,2.0,3,0
42,Travel_Frequently,13,4,Life Sciences,3315,2,Single,22880,5.0,16,1,8.0,4,2,2,2,2015,2.0,4.0,3.0,2,0
42,Travel_Frequently,13,4,Life Sciences,3315,2,Single,22880,5.0,16,1,8.0,4,2,2,2,2016,2.0,4.0,3.0,2,0
36,Travel_Rarely,14,3,Other,3316,2,Married,39290,0.0,24,0,6.0,6,5,0,3,2015,1.0,1.0,3.0,2,0
36,Travel_Rarely,14,3,Other,3316,2,Married,39290,0.0,24,0,6.0,6,5,0,3,2016,1.0,1.0,3.0,2,0
25,Travel_Rarely,11,3,Life Sciences,3317,1,Married,23110,1.0,11,1,5.0,2,5,0,3,2015,3.0,1.0,3.0,3,0
25,Travel_Rarely,11,3,Life Sciences,3317,1,Married,23110,1.0,11,1,5.0,2,5,0,3,2016,3.0,1.0,3.0,3,0
35,Travel_Rarely,9,2,Life Sciences,3318,1,Married,31400,1.0,13,1,17.0,2,17,5,15,2015,4.0,3.0,3.0,2,0
35,Travel_Rarely,9,2,Life Sciences,3318,1,Married,31400,1.0,13,1,17.0,2,17,5,15,2016,4.0,3.0,3.0,2,0
35,Travel_Frequently,8,2,Marketing,3319,1,Divorced,36900,1.0,13,1,10.0,2,10,7,8,2015,4.0,2.0,2.0,4,1
32,Non-Travel,21,3,Life Sciences,3320,1,Divorced,44500,0.0,13,0,4.0,3,3,0,2,2015,4.0,4.0,3.0,3,0
32,Non-Travel,21,3,Life Sciences,3320,1,Divorced,44500,0.0,13,0,4.0,3,3,0,2,2016,4.0,4.0,3.0,3,0
25,Travel_Rarely,5,3,Marketing,3321,4,Married,27560,1.0,12,2,5.0,2,5,0,3,2015,3.0,1.0,4.0,3,0
25,Travel_Rarely,5,3,Marketing,3321,4,Married,27560,1.0,12,2,5.0,2,5,0,3,2016,3.0,1.0,4.0,3,0
49,Travel_Rarely,9,3,Technical Degree,3322,2,Married,190330,2.0,18,1,7.0,5,4,0,2,2015,3.0,1.0,3.0,3,0
49,Travel_Rarely,9,3,Technical Degree,3322,2,Married,190330,2.0,18,1,7.0,5,4,0,2,2016,3.0,1.0,3.0,3,0
24,Non-Travel,2,5,Technical Degree,3323,2,Married,187220,0.0,22,1,6.0,3,5,3,4,2015,1.0,4.0,2.0,3,0
24,Non-Travel,2,5,Technical Degree,3323,2,Married,187220,0.0,22,1,6.0,3,5,3,4,2016,1.0,4.0,2.0,3,0
32,Travel_Frequently,12,5,Medical,3324,1,Married,95470,1.0,13,1,10.0,3,10,5,3,2015,2.0,2.0,3.0,2,0
32,Travel_Frequently,12,5,Medical,3324,1,Married,95470,1.0,13,1,10.0,3,10,5,3,2016,2.0,2.0,3.0,2,0
38,Travel_Rarely,22,2,Medical,3325,1,Married,137340,0.0,13,0,3.0,3,2,1,2,2015,2.0,2.0,3.0,4,0
38,Travel_Rarely,22,2,Medical,3325,1,Married,137340,0.0,13,0,3.0,3,2,1,2,2016,2.0,2.0,3.0,4,0
42,Travel_Rarely,18,1,Technical Degree,3326,2,Married,199990,2.0,23,1,17.0,6,5,1,3,2015,3.0,4.0,2.0,3,0
42,Travel_Rarely,18,1,Technical Degree,3326,2,Married,199990,2.0,23,1,17.0,6,5,1,3,2016,3.0,4.0,2.0,3,0
31,Travel_Rarely,16,3,Life Sciences,3327,3,Married,22790,3.0,12,1,8.0,3,6,0,2,2015,4.0,4.0,3.0,3,0
31,Travel_Rarely,16,3,Life Sciences,3327,3,Married,22790,3.0,12,1,8.0,3,6,0,2,2016,4.0,4.0,3.0,3,0
29,Travel_Rarely,3,3,Marketing,3328,3,Divorced,59160,6.0,12,0,5.0,2,3,0,2,2015,2.0,3.0,3.0,3,1
53,Travel_Rarely,9,3,Life Sciences,3329,1,Married,20890,5.0,16,0,28.0,2,2,2,2,2015,1.0,4.0,3.0,2,0
53,Travel_Rarely,9,3,Life Sciences,3329,1,Married,20890,5.0,16,0,28.0,2,2,2,2,2016,1.0,4.0,3.0,2,0
35,Travel_Rarely,1,3,Life Sciences,3330,3,Married,167920,3.0,12,1,16.0,3,13,4,8,2015,4.0,2.0,3.0,4,0
35,Travel_Rarely,1,3,Life Sciences,3330,3,Married,167920,3.0,12,1,16.0,3,13,4,8,2016,4.0,2.0,3.0,4,0
37,Travel_Frequently,13,4,Life Sciences,3331,3,Married,35640,5.0,11,0,10.0,1,5,0,0,2015,3.0,4.0,3.0,1,0
37,Travel_Frequently,13,4,Life Sciences,3331,3,Married,35640,5.0,11,0,10.0,1,5,0,0,2016,3.0,4.0,3.0,1,0
53,Travel_Rarely,1,1,Medical,3332,1,Single,44250,6.0,22,1,33.0,2,12,3,8,2015,4.0,4.0,3.0,4,0
53,Travel_Rarely,1,1,Medical,3332,1,Single,44250,6.0,22,1,33.0,2,12,3,8,2016,4.0,4.0,3.0,4,0
43,Travel_Frequently,1,3,Medical,3333,1,Married,52650,4.0,11,1,12.0,4,5,2,2,2015,4.0,4.0,2.0,3,0
43,Travel_Frequently,1,3,Medical,3333,1,Married,52650,4.0,11,1,12.0,4,5,2,2,2016,4.0,4.0,2.0,3,0
47,Travel_Rarely,15,4,Marketing,3334,3,Married,65530,0.0,15,0,8.0,2,7,7,7,2015,3.0,4.0,3.0,3,0
47,Travel_Rarely,15,4,Marketing,3334,3,Married,65530,0.0,15,0,8.0,2,7,7,7,2016,3.0,4.0,3.0,3,0
37,Non-Travel,1,5,Medical,3335,2,Single,62610,1.0,12,0,10.0,1,10,0,9,2015,1.0,2.0,3.0,3,0
37,Non-Travel,1,5,Medical,3335,2,Single,62610,1.0,12,0,10.0,1,10,0,9,2016,1.0,2.0,3.0,3,0
50,Non-Travel,17,3,Medical,3336,1,Divorced,42980,1.0,20,1,31.0,6,31,14,7,2015,1.0,1.0,3.0,3,0
50,Non-Travel,17,3,Medical,3336,1,Divorced,42980,1.0,20,1,31.0,6,31,14,7,2016,1.0,1.0,3.0,3,0
39,Travel_Rarely,1,3,Other,3337,3,Married,68040,8.0,14,1,13.0,3,5,0,4,2015,4.0,4.0,3.0,2,0
39,Travel_Rarely,1,3,Other,3337,3,Married,68040,8.0,14,1,13.0,3,5,0,4,2016,4.0,4.0,3.0,2,0
33,Travel_Rarely,7,3,Life Sciences,3338,2,Divorced,38150,3.0,11,1,7.0,3,4,0,3,2015,4.0,2.0,4.0,3,0
33,Travel_Rarely,7,3,Life Sciences,3338,2,Divorced,38150,3.0,11,1,7.0,3,4,0,3,2016,4.0,2.0,4.0,3,0
32,Travel_Rarely,9,1,Medical,3339,1,Single,27410,1.0,15,1,1.0,5,1,0,1,2015,1.0,4.0,1.0,2,1
29,Travel_Rarely,5,4,Life Sciences,3340,4,Divorced,66730,6.0,12,1,8.0,2,4,0,3,2015,1.0,4.0,3.0,4,0
29,Travel_Rarely,5,4,Life Sciences,3340,4,Divorced,66730,6.0,12,1,8.0,2,4,0,3,2016,1.0,4.0,3.0,4,0
44,Travel_Rarely,26,2,Life Sciences,3341,2,Married,76390,1.0,14,0,8.0,6,8,7,1,2015,2.0,1.0,3.0,3,0
44,Travel_Rarely,26,2,Life Sciences,3341,2,Married,76390,1.0,14,0,8.0,6,8,7,1,2016,2.0,1.0,3.0,3,0
28,Travel_Rarely,24,5,Life Sciences,3342,1,Single,23280,1.0,11,2,4.0,3,4,0,2,2015,1.0,4.0,3.0,3,0
28,Travel_Rarely,24,5,Life Sciences,3342,1,Single,23280,1.0,11,2,4.0,3,4,0,2,2016,1.0,4.0,3.0,3,0
58,Travel_Frequently,9,2,Technical Degree,3343,1,Divorced,21530,9.0,11,0,3.0,3,1,0,0,2015,4.0,4.0,2.0,3,1
43,Travel_Rarely,7,4,Marketing,3344,2,Divorced,48760,4.0,16,2,4.0,4,1,0,0,2015,1.0,2.0,4.0,3,0
43,Travel_Rarely,7,4,Marketing,3344,2,Divorced,48760,4.0,16,2,4.0,4,1,0,0,2016,1.0,2.0,4.0,3,0
20,Travel_Rarely,11,3,Medical,3345,2,Single,93960,1.0,12,0,2.0,6,2,0,2,2015,3.0,3.0,2.0,1,1
21,Travel_Rarely,1,3,Medical,3346,2,Single,104000,1.0,13,1,1.0,2,1,0,0,2015,4.0,4.0,2.0,3,1
36,Travel_Rarely,26,4,Medical,3347,1,Married,84740,0.0,14,0,17.0,3,16,4,11,2015,3.0,4.0,2.0,3,0
36,Travel_Rarely,26,4,Medical,3347,1,Married,84740,0.0,14,0,17.0,3,16,4,11,2016,3.0,4.0,2.0,3,0
47,Travel_Rarely,2,3,Life Sciences,3348,2,Single,99810,1.0,21,1,3.0,3,3,1,2,2015,4.0,4.0,2.0,3,0
47,Travel_Rarely,2,3,Life Sciences,3348,2,Single,99810,1.0,21,1,3.0,3,3,1,2,2016,4.0,4.0,2.0,3,0
22,Travel_Rarely,15,4,Life Sciences,3349,1,Married,124900,0.0,13,0,4.0,3,3,0,2,2015,2.0,3.0,4.0,3,1
41,Travel_Rarely,23,3,Life Sciences,3350,2,Divorced,26570,4.0,11,0,10.0,3,7,1,0,2015,2.0,4.0,2.0,4,1
28,Travel_Rarely,10,3,Life Sciences,3351,3,Divorced,135910,5.0,20,1,6.0,2,2,2,2,2015,3.0,3.0,3.0,3,0
28,Travel_Rarely,10,3,Life Sciences,3351,3,Divorced,135910,5.0,20,1,6.0,2,2,2,2,2016,3.0,3.0,3.0,3,0
39,Travel_Rarely,10,4,Life Sciences,3352,4,Married,66960,7.0,11,0,8.0,3,2,2,2,2015,4.0,1.0,1.0,3,1
27,Travel_Rarely,1,3,Medical,3353,1,Single,20580,1.0,14,1,1.0,5,1,0,0,2015,2.0,3.0,3.0,3,0
27,Travel_Rarely,1,3,Medical,3353,1,Single,20580,1.0,14,1,1.0,5,1,0,0,2016,2.0,3.0,3.0,3,0
34,Travel_Rarely,12,2,Technical Degree,3354,2,Divorced,88650,1.0,11,1,1.0,0,1,1,0,2015,2.0,2.0,3.0,3,0
34,Travel_Rarely,12,2,Technical Degree,3354,2,Divorced,88650,1.0,11,1,1.0,0,1,1,0,2016,2.0,2.0,3.0,3,0
42,Travel_Rarely,11,1,Technical Degree,3355,2,Single,59400,7.0,16,0,10.0,2,5,0,3,2015,3.0,3.0,3.0,2,0
42,Travel_Rarely,11,1,Technical Degree,3355,2,Single,59400,7.0,16,0,10.0,2,5,0,3,2016,3.0,3.0,3.0,2,0
33,Travel_Rarely,2,3,Marketing,3356,1,Single,59140,3.0,16,1,6.0,4,3,0,2,2015,3.0,1.0,3.0,3,0
33,Travel_Rarely,2,3,Marketing,3356,1,Single,59140,3.0,16,1,6.0,4,3,0,2,2016,3.0,1.0,3.0,3,0
58,Travel_Rarely,2,4,Life Sciences,3357,1,Divorced,26220,2.0,23,0,24.0,3,6,0,4,2015,3.0,2.0,3.0,3,0
58,Travel_Rarely,2,4,Life Sciences,3357,1,Divorced,26220,2.0,23,0,24.0,3,6,0,4,2016,3.0,2.0,3.0,3,0
31,Travel_Rarely,1,3,Life Sciences,3358,1,Married,121850,3.0,14,0,13.0,2,7,5,2,2015,2.0,3.0,4.0,3,0
31,Travel_Rarely,1,3,Life Sciences,3358,1,Married,121850,3.0,14,0,13.0,2,7,5,2,2016,2.0,3.0,4.0,3,0
35,Travel_Rarely,2,1,Life Sciences,3359,3,Married,106090,1.0,22,0,10.0,3,10,0,7,2015,4.0,4.0,1.0,3,0
35,Travel_Rarely,2,1,Life Sciences,3359,3,Married,106090,1.0,22,0,10.0,3,10,0,7,2016,4.0,4.0,1.0,3,0
49,Travel_Rarely,25,2,Life Sciences,3360,2,Married,43450,4.0,15,0,29.0,3,26,1,7,2015,1.0,2.0,2.0,2,0
49,Travel_Rarely,25,2,Life Sciences,3360,2,Married,43450,4.0,15,0,29.0,3,26,1,7,2016,1.0,2.0,2.0,2,0
48,Travel_Rarely,1,4,Medical,3361,1,Married,21770,4.0,18,0,13.0,4,0,0,0,2015,4.0,3.0,2.0,3,0
48,Travel_Rarely,1,4,Medical,3361,1,Married,21770,4.0,18,0,13.0,4,0,0,0,2016,4.0,3.0,2.0,3,0
31,Non-Travel,1,2,Technical Degree,3362,2,Married,27930,1.0,16,0,9.0,4,9,0,0,2015,4.0,3.0,2.0,3,0
31,Non-Travel,1,2,Technical Degree,3362,2,Married,27930,1.0,16,0,9.0,4,9,0,0,2016,4.0,3.0,2.0,3,0
36,Travel_Rarely,2,4,Technical Degree,3363,1,Single,79180,2.0,12,2,8.0,3,6,0,1,2015,2.0,4.0,3.0,2,0
36,Travel_Rarely,2,4,Technical Degree,3363,1,Single,79180,2.0,12,2,8.0,3,6,0,1,2016,2.0,4.0,3.0,2,0
38,Travel_Rarely,6,3,Other,3364,2,Married,87890,1.0,11,3,15.0,4,15,5,11,2015,4.0,1.0,3.0,3,0
38,Travel_Rarely,6,3,Other,3364,2,Married,87890,1.0,11,3,15.0,4,15,5,11,2016,4.0,1.0,3.0,3,0
32,Non-Travel,18,3,Marketing,3365,1,Married,23890,6.0,12,1,5.0,4,3,0,2,2015,3.0,2.0,3.0,2,0
32,Non-Travel,18,3,Marketing,3365,1,Married,23890,6.0,12,1,5.0,4,3,0,2,2016,3.0,2.0,3.0,2,0
25,Travel_Rarely,1,2,Life Sciences,3366,1,Married,32120,1.0,15,1,1.0,3,1,0,0,2015,3.0,2.0,3.0,2,1
40,Travel_Rarely,1,4,Medical,3367,2,Divorced,192320,2.0,14,1,11.0,3,1,0,0,2015,1.0,2.0,2.0,3,0
40,Travel_Rarely,1,4,Medical,3367,2,Divorced,192320,2.0,14,1,11.0,3,1,0,0,2016,1.0,2.0,2.0,3,0
26,Travel_Frequently,11,3,Marketing,3368,2,Single,22670,1.0,19,3,7.0,2,7,0,7,2015,3.0,1.0,3.0,2,0
26,Travel_Frequently,11,3,Marketing,3368,2,Single,22670,1.0,19,3,7.0,2,7,0,7,2016,3.0,1.0,3.0,2,0
41,Travel_Rarely,1,4,Medical,3369,1,Single,195170,2.0,13,0,20.0,5,18,2,17,2015,4.0,1.0,3.0,3,0
41,Travel_Rarely,1,4,Medical,3369,1,Single,195170,2.0,13,0,20.0,5,18,2,17,2016,4.0,1.0,3.0,3,0
36,Travel_Rarely,9,3,Life Sciences,3370,2,Single,24360,4.0,13,0,16.0,3,11,3,9,2015,3.0,3.0,3.0,1,0
36,Travel_Rarely,9,3,Life Sciences,3370,2,Single,24360,4.0,13,0,16.0,3,11,3,9,2016,3.0,3.0,3.0,1,0
19,Travel_Rarely,15,3,Life Sciences,3371,2,Single,160640,1.0,15,1,1.0,3,1,0,0,2015,4.0,2.0,4.0,3,1
20,Travel_Rarely,29,3,Life Sciences,3372,3,Single,27070,1.0,11,0,1.0,2,1,0,0,2015,1.0,1.0,3.0,3,1
31,Travel_Rarely,1,4,Life Sciences,3373,4,Married,190680,0.0,12,0,10.0,1,9,8,5,2015,4.0,4.0,1.0,3,0
31,Travel_Rarely,1,4,Life Sciences,3373,4,Married,190680,0.0,12,0,10.0,1,9,8,5,2016,4.0,4.0,1.0,3,0
40,Travel_Frequently,1,3,Marketing,3374,1,Divorced,39310,8.0,19,0,3.0,2,1,0,0,2015,4.0,2.0,3.0,2,0
40,Travel_Frequently,1,3,Marketing,3374,1,Divorced,39310,8.0,19,0,3.0,2,1,0,0,2016,4.0,2.0,3.0,2,0
32,Travel_Rarely,24,3,Life Sciences,3375,4,Married,37300,1.0,25,1,8.0,4,8,6,3,2015,3.0,1.0,4.0,3,0
32,Travel_Rarely,24,3,Life Sciences,3375,4,Married,37300,1.0,25,1,8.0,4,8,6,3,2016,3.0,1.0,4.0,3,0
36,Travel_Rarely,10,3,Medical,3376,3,Married,22320,1.0,12,1,16.0,2,16,3,7,2015,3.0,4.0,3.0,3,1
33,Travel_Rarely,1,4,Medical,3377,4,Single,44650,0.0,13,0,6.0,3,5,1,4,2015,2.0,4.0,3.0,3,0
33,Travel_Rarely,1,4,Medical,3377,4,Single,44650,0.0,13,0,6.0,3,5,1,4,2016,2.0,4.0,3.0,3,0
37,Travel_Rarely,10,4,Marketing,3378,3,Married,30720,5.0,14,0,17.0,3,14,11,7,2015,1.0,3.0,1.0,2,1
45,Non-Travel,8,1,Life Sciences,3379,2,Married,33190,1.0,12,1,9.0,3,9,0,8,2015,3.0,2.0,2.0,3,0
45,Non-Travel,8,1,Life Sciences,3379,2,Married,33190,1.0,12,1,9.0,3,9,0,8,2016,3.0,2.0,2.0,3,0
29,Travel_Frequently,29,1,Life Sciences,3380,1,Married,192020,1.0,12,0,3.0,5,3,0,2,2015,3.0,4.0,3.0,3,0
29,Travel_Frequently,29,1,Life Sciences,3380,1,Married,192020,1.0,12,0,3.0,5,3,0,2,2016,3.0,4.0,3.0,3,0
35,Travel_Rarely,1,3,Human Resources,3381,3,Married,136750,1.0,15,3,5.0,5,5,1,0,2015,3.0,3.0,3.0,2,0
35,Travel_Rarely,1,3,Human Resources,3381,3,Married,136750,1.0,15,3,5.0,5,5,1,0,2016,3.0,3.0,3.0,2,0
52,Travel_Rarely,5,4,Other,3382,1,Married,29110,2.0,17,2,26.0,3,9,7,8,2015,4.0,4.0,2.0,3,0
52,Travel_Rarely,5,4,Other,3382,1,Married,29110,2.0,17,2,26.0,3,9,7,8,2016,4.0,4.0,2.0,3,0
58,Travel_Rarely,9,2,Medical,3383,4,Single,59570,4.0,14,1,7.0,2,1,0,0,2015,4.0,3.0,3.0,1,1
53,Travel_Rarely,9,3,Technical Degree,3384,1,Divorced,39200,6.0,16,1,22.0,3,17,15,2,2015,3.0,3.0,4.0,3,0
53,Travel_Rarely,9,3,Technical Degree,3384,1,Divorced,39200,6.0,16,1,22.0,3,17,15,2,2016,3.0,3.0,4.0,3,0
30,Travel_Rarely,3,4,Marketing,3385,1,Divorced,64340,5.0,14,1,10.0,3,8,7,7,2015,3.0,3.0,4.0,2,0
30,Travel_Rarely,3,4,Marketing,3385,1,Divorced,64340,5.0,14,1,10.0,3,8,7,7,2016,3.0,3.0,4.0,2,0
38,Non-Travel,4,3,Life Sciences,3386,2,Single,100480,1.0,23,1,6.0,2,5,1,3,2015,3.0,4.0,3.0,3,0
38,Non-Travel,4,3,Life Sciences,3386,2,Single,100480,1.0,23,1,6.0,2,5,1,3,2016,3.0,4.0,3.0,3,0
35,Travel_Rarely,1,2,Life Sciences,3387,2,Divorced,109380,6.0,14,2,12.0,2,10,0,8,2015,4.0,4.0,3.0,1,0
35,Travel_Rarely,1,2,Life Sciences,3387,2,Divorced,109380,6.0,14,2,12.0,2,10,0,8,2016,4.0,4.0,3.0,1,0
39,Travel_Rarely,1,1,Marketing,3388,2,Single,23400,0.0,11,1,9.0,2,8,0,7,2015,3.0,3.0,3.0,2,0
39,Travel_Rarely,1,1,Marketing,3388,2,Single,23400,0.0,11,1,9.0,2,8,0,7,2016,3.0,3.0,3.0,2,0
40,Non-Travel,2,4,Life Sciences,3389,1,Single,65450,4.0,15,0,22.0,2,1,0,0,2015,2.0,2.0,2.0,3,1
47,Travel_Frequently,7,4,Life Sciences,3390,3,Divorced,69310,1.0,11,0,20.0,3,19,2,7,2015,3.0,3.0,4.0,3,0
47,Travel_Frequently,7,4,Life Sciences,3390,3,Divorced,69310,1.0,11,0,20.0,3,19,2,7,2016,3.0,3.0,4.0,3,0
36,Non-Travel,28,1,Life Sciences,3391,2,Divorced,48980,4.0,13,1,12.0,3,7,0,7,2015,1.0,4.0,3.0,3,0
36,Non-Travel,28,1,Life Sciences,3391,2,Divorced,48980,4.0,13,1,12.0,3,7,0,7,2016,1.0,4.0,3.0,3,0
31,Non-Travel,28,4,Medical,3392,2,Single,25930,0.0,21,0,4.0,2,3,1,2,2015,3.0,1.0,3.0,3,1
33,Non-Travel,15,3,Other,3393,4,Single,194360,1.0,19,2,10.0,4,10,6,0,2015,4.0,3.0,3.0,3,0
33,Non-Travel,15,3,Other,3393,4,Single,194360,1.0,19,2,10.0,4,10,6,0,2016,4.0,3.0,3.0,3,0
29,Travel_Rarely,3,5,Life Sciences,3394,1,Single,27230,6.0,11,1,3.0,2,0,0,0,2015,4.0,1.0,3.0,2,1
33,Travel_Rarely,2,2,Technical Degree,3395,2,Single,34790,3.0,12,0,5.0,3,3,0,2,2015,2.0,4.0,3.0,3,0
33,Travel_Rarely,2,2,Technical Degree,3395,2,Single,34790,3.0,12,0,5.0,3,3,0,2,2016,2.0,4.0,3.0,3,0
45,Travel_Rarely,26,1,Medical,3396,3,Divorced,27940,3.0,19,1,8.0,2,5,0,2,2015,4.0,4.0,3.0,3,0
45,Travel_Rarely,26,1,Medical,3396,3,Divorced,27940,3.0,19,1,8.0,2,5,0,2,2016,4.0,4.0,3.0,3,0
50,Travel_Rarely,10,1,Life Sciences,3397,1,Divorced,52490,9.0,21,2,32.0,2,5,1,3,2015,4.0,4.0,2.0,2,0
50,Travel_Rarely,10,1,Life Sciences,3397,1,Divorced,52490,9.0,21,2,32.0,2,5,1,3,2016,4.0,4.0,2.0,2,0
33,Travel_Frequently,1,3,Marketing,3398,2,Married,21760,1.0,14,1,6.0,2,6,1,2,2015,3.0,2.0,3.0,2,0
33,Travel_Frequently,1,3,Marketing,3398,2,Married,21760,1.0,14,1,6.0,2,6,1,2,2016,3.0,2.0,3.0,2,0
41,Travel_Frequently,11,3,Other,3399,1,Divorced,168720,2.0,15,1,21.0,2,18,0,11,2015,1.0,3.0,4.0,3,0
41,Travel_Frequently,11,3,Other,3399,1,Divorced,168720,2.0,15,1,21.0,2,18,0,11,2016,1.0,3.0,4.0,3,0
27,Travel_Rarely,20,4,Other,3400,2,Married,34850,9.0,17,2,4.0,2,2,2,2,2015,3.0,2.0,3.0,3,0
27,Travel_Rarely,20,4,Other,3400,2,Married,34850,9.0,17,2,4.0,2,2,2,2,2016,3.0,2.0,3.0,3,0
45,Non-Travel,2,3,Medical,3401,1,Married,66440,1.0,12,0,9.0,3,9,0,8,2015,4.0,1.0,3.0,4,0
45,Non-Travel,2,3,Medical,3401,1,Married,66440,1.0,12,0,9.0,3,9,0,8,2016,4.0,1.0,3.0,4,0
47,Travel_Rarely,18,4,Medical,3402,2,Single,55820,1.0,16,0,9.0,3,9,0,7,2015,4.0,4.0,3.0,3,0
47,Travel_Rarely,18,4,Medical,3402,2,Single,55820,1.0,16,0,9.0,3,9,0,7,2016,4.0,4.0,3.0,3,0
30,Travel_Rarely,2,3,Life Sciences,3403,2,Married,40000,4.0,12,0,7.0,5,5,0,1,2015,1.0,3.0,3.0,2,1
50,Travel_Rarely,1,3,Technical Degree,3404,2,Married,134960,3.0,18,1,22.0,3,12,1,5,2015,4.0,3.0,3.0,3,0
50,Travel_Rarely,1,3,Technical Degree,3404,2,Married,134960,3.0,18,1,22.0,3,12,1,5,2016,4.0,3.0,3.0,3,0
38,Travel_Frequently,13,3,Technical Degree,3405,1,Married,32100,0.0,17,2,3.0,5,2,0,2,2015,3.0,3.0,2.0,2,0
38,Travel_Frequently,13,3,Technical Degree,3405,1,Married,32100,0.0,17,2,3.0,5,2,0,2,2016,3.0,3.0,2.0,2,0
